"709. pencil case,","pencil box, pencil case,",item,stationery,,,,,,,,
"710. pencil sharpener,","pencil sharpener,",item,stationery,,,,,,,,
"749. quill,","quill, quill pen,",item,stationery,,,,,,,,
"767. eraser,","rubber eraser, rubber, pencil eraser,",item,stationery,,,,,,,,
"769. ruler,","rule, ruler,",item,stationery,,,,,,,,
"772. safety pin,","safety pin,",item,stationery,,,,,,,,
"921. dust jacket,","book jacket, dust cover, dust jacket, dust wrapper,",item,stationery,,,,,,,,
"327. starfish,","starfish, sea star,",animal,starfish and sea urchins,,,,,,,,
"328. sea urchin,","sea urchin,",animal,starfish and sea urchins,,,,,,,,
"329. sea cucumber,","sea cucumber, holothurian,",animal,starfish and sea urchins,,,,,,,,
"416. balance beam,","balance beam, beam,",item,sports,,,,,,,,
"422. barbell,","barbell,",item,sports,,,,,,,,
"429. baseball,","baseball,",item,sports,,,,,,,,
"430. basketball,","basketball,",item,sports,,,,,,,,
"543. dumbbell,","dumbbell,",item,sports,,,,,,,,
"574. golf ball,","golf ball,",item,sports,,,,,,,,
"736. billiard table,","pool table, billiard table, snooker table,",item,sports,,,,,,,,
"746. hockey puck,","puck, hockey puck,",item,sports,,,,,,,,
"747. punching bag,","punching bag, punch bag, punching ball, punchball,",item,sports,,,,,,,,
"751. race car,","racer, race car, racing car,",item,sports,,,,,,,,
"752. racket,","racket, racquet,",item,sports,,,,,,,,
"758. reel,","reel,",item,sports,,,,,,,,
"768. rugby ball,","rugby ball,",item,sports,,,,,,,,
"781. scoreboard,","scoreboard,",item,sports,,,,,,,,
"795. ski,","ski,",item,sports,,,,,,,,
"805. soccer ball,","soccer ball,",item,sports,,,,,,,,
"852. tennis ball,","tennis ball,",item,sports,,,,,,,,
"890. volleyball,","volleyball,",item,sports,,,,,,,,
"450. bobsleigh,","bobsled, bobsleigh, bob,",item,sports,,,,,,,,
"522. croquet ball,","croquet ball,",item,sports,,,,,,,,
"602. horizontal bar,","horizontal bar, high bar,",item,sports,,,,,,,,
"722. ping-pong ball,","ping-pong ball,",item,sports,,,,,,,,
"413. assault rifle,","assault rifle, assault gun,",item,sports,hunting,,,,,,,
"597. holster,","holster,",item,sports,hunting,,,,,,,
"763. revolver,","revolver, six-gun, six-shooter,",item,sports,hunting,,,,,,,
"764. rifle,","rifle,",item,sports,hunting,,,,,,,
"902. whistle,","whistle,",item,sports,,,,,,,,
"038. banded gecko,","banded gecko,",animal,reptile,,,,,,,,
"039. green iguana,","common iguana, iguana, Iguana iguana,",animal,reptile,,,,,,,,
"040. Carolina anole,","American chameleon, anole, Anolis carolinensis,",animal,reptile,,,,,,,,
"041. desert grassland whiptail lizard,","whiptail, whiptail lizard,",animal,reptile,,,,,,,,
"042. agama,","agama,",animal,reptile,,,,,,,,
"043. frilled-necked lizard,","frilled lizard, Chlamydosaurus kingi,",animal,reptile,,,,,,,,
"044. alligator lizard,","alligator lizard,",animal,reptile,,,,,,,,
"045. Gila monster,","Gila monster, Heloderma suspectum,",animal,reptile,,,,,,,,
"046. European green lizard,","green lizard, Lacerta viridis,",animal,reptile,,,,,,,,
"047. chameleon,","African chameleon, Chamaeleo chamaeleon,",animal,reptile,,,,,,,,
"048. Komodo dragon,","Komodo dragon, Komodo lizard, dragon lizard, giant lizard, Varanus komodoensis,",animal,reptile,,,,,,,,
"049. Nile crocodile,","African crocodile, Nile crocodile, Crocodylus niloticus,",animal,reptile,,,,,,,,
"050. American alligator,","American alligator, Alligator mississipiensis,",animal,reptile,,,,,,,,
"051. triceratops,","triceratops,",animal,reptile,,,,,,,,
"052. worm snake,","thunder snake, worm snake, Carphophis amoenus,",animal,reptile,,,,,,,,
"053. ring-necked snake,","ringneck snake, ring-necked snake, ring snake,",animal,reptile,,,,,,,,
"054. eastern hog-nosed snake,","hognose snake, puff adder, sand viper,",animal,reptile,,,,,,,,
"055. smooth green snake,","green snake, grass snake,",animal,reptile,,,,,,,,
"056. kingsnake,","king snake, kingsnake,",animal,reptile,,,,,,,,
"057. garter snake,","garter snake, grass snake,",animal,reptile,,,,,,,,
"058. water snake,","water snake,",animal,reptile,,,,,,,,
"059. vine snake,","vine snake,",animal,reptile,,,,,,,,
"060. night snake,","night snake, Hypsiglena torquata,",animal,reptile,,,,,,,,
"061. boa constrictor,","boa constrictor, Constrictor constrictor,",animal,reptile,,,,,,,,
"062. African rock python,","rock python, rock snake, Python sebae,",animal,reptile,,,,,,,,
"063. Indian cobra,","Indian cobra, Naja naja,",animal,reptile,,,,,,,,
"064. green mamba,","green mamba,",animal,reptile,,,,,,,,
"065. sea snake,","sea snake,",animal,reptile,,,,,,,,
"066. Saharan horned viper,","horned viper, cerastes, sand viper, horned asp, Cerastes cornutus,",animal,reptile,,,,,,,,
"067. eastern diamondback rattlesnake,","diamondback, diamondback rattlesnake, Crotalus adamanteus,",animal,reptile,,,,,,,,
"068. sidewinder,","sidewinder, horned rattlesnake, Crotalus cerastes,",animal,reptile,,,,,,,,
"984. rapeseed,","rapeseed,",nature,plant,flower,,,,,,,
"985. daisy,","daisy,",nature,plant,flower,,,,,,,
"986. yellow lady's slipper,","yellow lady's slipper, yellow lady-slipper, Cypripedium calceolus, Cypripedium parviflorum,",nature,plant,flower,,,,,,,
"988. acorn,","acorn,",nature,plant,seeds,,,,,,,
"989. rose hip,","hip, rose hip, rosehip,",nature,plant,flower,,,,,,,
"990. horse chestnut seed,","buckeye, horse chestnut, conker,",nature,plant,seeds,,,,,,,
"991. coral fungus,","coral fungus,",nature,plant,fungi,,,,,,,
"992. agaric,","agaric,",nature,plant,fungi,,,,,,,
"993. gyromitra,","gyromitra,",nature,plant,fungi,,,,,,,
"994. stinkhorn mushroom,","stinkhorn, carrion fungus,",nature,plant,fungi,,,,,,,
"995. earth star,","earthstar,",nature,plant,fungi,,,,,,,
"996. hen-of-the-woods,","hen-of-the-woods, hen of the woods, Polyporus frondosus, Grifola frondosa,",nature,plant,fungi,,,,,,,
"997. bolete,","bolete,",nature,plant,fungi,,,,,,,
"998. ear,","ear, spike, capitulum,",nature,plant,fungi,,,,,,,
"930. baguette,","French loaf,",food,pastry,,,,,,,,
"931. bagel,","bagel, beigel,",food,pastry,,,,,,,,
"932. pretzel,","pretzel,",food,pastry,,,,,,,,
"961. dough,","dough,",food,pastry,,,,,,,,
"653. milk can,","milk can,",item,ornaments and collectibles,,,,,,,,
"496. Christmas stocking,","Christmas stocking,",item,ornaments and collectibles,,,,,,,,
"427. barrel,","barrel, cask,",item,ornaments and collectibles,,,,,,,,
"455. bottle cap,","bottlecap,",item,ornaments and collectibles,,,,,,,,
"470. candle,","candle, taper, wax light,",item,ornaments and collectibles,,,,,,,,
"519. crate,","crate,",item,ornaments and collectibles,,,,,,,,
"604. hourglass,","hourglass,",item,ornaments and collectibles,,,,,,,,
"607. jack-o'-lantern,","jack-o'-lantern,",item,ornaments and collectibles,,,,,,,,
"626. lighter,","lighter, light, igniter, ignitor,",item,ornaments and collectibles,,,,,,,,
"719. piggy bank,","piggy bank, penny bank,",item,ornaments and collectibles,,,,,,,,
"723. pinwheel,","pinwheel,",item,ornaments and collectibles,,,,,,,,
"756. rain barrel,","rain barrel,",item,ornaments and collectibles,,,,,,,,
"777. scabbard,","scabbard,",item,ornaments and collectibles,,,,,,,,
"787. shield,","shield, buckler,",item,ornaments and collectibles,,,,,,,,
"850. teddy bear,","teddy, teddy bear,",item,ornaments and collectibles,,,,,,,,
"815. spider web,","spider web, spider's web,",item,nature,,,,,,,,
"401. accordion,","accordion, piano accordion, squeeze box,",item,music,keyboard,,,,,,,
"402. acoustic guitar,","acoustic guitar,",item,music,string,,,,,,,
"420. banjo,","banjo,",item,music,string,,,,,,,
"432. bassoon,","bassoon,",item,music,woodwind,,,,,,,
"486. cello,","cello, violoncello,",item,music,string,,,,,,,
"494. chime,","chime, bell, gong,",item,music,percussion,,,,,,,
"513. cornet,","cornet, horn, trumpet, trump,",item,music,brass,,,,,,,
"541. drum,","drum, membranophone, tympan,",item,music,percussion,,,,,,,
"542. drumstick,","drumstick,",item,music,percussion,,,,,,,
"546. electric guitar,","electric guitar,",item,music,string,,,,,,,
"558. flute,","flute, transverse flute,",item,music,flute,,,,,,,
"566. French horn,","French horn, horn,",item,music,brass,,,,,,,
"577. gong,","gong, tam-tam,",item,music,percussion,,,,,,,
"579. grand piano,","grand piano, grand,",item,music,keyboard,,,,,,,
"593. harmonica,","harmonica, mouth organ, harp, mouth harp,",item,music,woodwind,,,,,,,
"594. harp,","harp,",item,music,string,,,,,,,
"641. maraca,","maraca,",item,music,percussion,,,,,,,
"642. marimba,","marimba, xylophone,",item,music,percussion,,,,,,,
"650. microphone,","microphone, mike,",item,music,,,,,,,,
"684. ocarina,","ocarina, sweet potato,",item,music,woodwind,,,,,,,
"687. organ,","organ, pipe organ,",item,music,keyboard,,,,,,,
"699. pan flute,","panpipe, pandean pipe, syrinx,",item,music,woodwind,,,,,,,
"714. plectrum,","pick, plectrum, plectron,",item,music,string,,,,,,,
"776. saxophone,","sax, saxophone,",item,music,woodwind,,,,,,,
"822. steel drum,","steel drum,",item,music,percussion,,,,,,,
"875. trombone,","trombone,",item,music,brass,,,,,,,
"881. upright piano,","upright, upright piano,",item,music,keyboard,,,,,,,
"889. violin,","violin, fiddle,",item,music,string,,,,,,,
"683. oboe,","oboe, hautboy, hautbois,",item,music,woodwind,,,,,,,
"112. conch,","conch,",animal,mollusc,,,,,,,,
"113. snail,","snail,",animal,mollusc,,,,,,,,
"114. slug,","slug,",animal,mollusc,,,,,,,,
"115. sea slug,","sea slug, nudibranch,",animal,mollusc,,,,,,,,
"116. chiton,","chiton, coat-of-mail shell, sea cradle, polyplacophore,",animal,mollusc,,,,,,,,
"117. chambered nautilus,","chambered nautilus, pearly nautilus, nautilus,",animal,mollusc,,,,,,,,
"913. shipwreck,","wreck,",item,misc,,,,,,,,
"916. website,","web site, website, internet site, site,",item,misc,,,,,,,,
"917. comic book,","comic book,",item,misc,,,,,,,,
"918. crossword,","crossword puzzle, crossword,",item,misc,,,,,,,,
"922. menu,","menu,",item,misc,,,,,,,,
"478. carton,","carton,",item,misc,,,,,,,,
"506. coil,","coil, spiral, volute, whorl, helix,",item,misc,,,,,,,,
"616. knot,","knot,",item,misc,,,,,,,,
"692. packet,","packet,",item,misc,,,,,,,,
"800. slot machine,","slot, one-armed bandit,",item,misc,,,,,,,,
"885. velvet,","velvet,",item,material,,,,,,,,
"911. wool,","wool, woolen, woollen,",item,material,,,,,,,,
"101. tusker,","tusker,",animal,mammal,,,,,,,,
"102. echidna,","echidna, spiny anteater, anteater,",animal,mammal,,,,,,,,
"103. platypus,","platypus, duckbill, duckbilled platypus, duck-billed platypus, Ornithorhynchus anatinus,",animal,mammal,,,,,,,,
"104. wallaby,","wallaby, brush kangaroo,",animal,mammal,,,,,,,,
"105. koala,","koala, koala bear, kangaroo bear, native bear, Phascolarctos cinereus,",animal,mammal,,,,,,,,
"106. wombat,","wombat,",animal,mammal,,,,,,,,
"147. grey whale,","grey whale, gray whale, devilfish, Eschrichtius gibbosus, Eschrichtius robustus,",animal,mammal,marine,,,,,,,
"148. killer whale,","killer whale, killer, orca, grampus, sea wolf, Orcinus orca,",animal,mammal,,,,,,,,
"149. dugong,","dugong, Dugong dugon,",animal,mammal,,,,,,,,
"150. sea lion,","sea lion,",animal,mammal,,,,,,,,
"151. Chihuahua,","Chihuahua,",animal,mammal,,,,,,,,
"152. Japanese Chin,","Japanese spaniel,",animal,mammal,,,,,,,,
"153. Maltese,","Maltese dog, Maltese terrier, Maltese,",animal,mammal,,,,,,,,
"154. Pekingese,","Pekinese, Pekingese, Peke,",animal,mammal,,,,,,,,
"155. Shih Tzu,","Shih-Tzu,",animal,mammal,,,,,,,,
"156. King Charles Spaniel,","Blenheim spaniel,",animal,mammal,,,,,,,,
"157. Papillon,","papillon,",animal,mammal,,,,,,,,
"158. toy terrier,","toy terrier,",animal,mammal,,,,,,,,
"159. Rhodesian Ridgeback,","Rhodesian ridgeback,",animal,mammal,,,,,,,,
"160. Afghan Hound,","Afghan hound, Afghan,",animal,mammal,,,,,,,,
"161. Basset Hound,","basset, basset hound,",animal,mammal,,,,,,,,
"162. Beagle,","beagle,",animal,mammal,,,,,,,,
"163. Bloodhound,","bloodhound, sleuthhound,",animal,mammal,,,,,,,,
"164. Bluetick Coonhound,","bluetick,",animal,mammal,,,,,,,,
"165. Black and Tan Coonhound,","black-and-tan coonhound,",animal,mammal,,,,,,,,
"166. Treeing Walker Coonhound,","Walker hound, Walker foxhound,",animal,mammal,,,,,,,,
"167. English foxhound,","English foxhound,",animal,mammal,,,,,,,,
"168. Redbone Coonhound,","redbone,",animal,mammal,,,,,,,,
"169. borzoi,","borzoi, Russian wolfhound,",animal,mammal,,,,,,,,
"170. Irish Wolfhound,","Irish wolfhound,",animal,mammal,,,,,,,,
"171. Italian Greyhound,","Italian greyhound,",animal,mammal,,,,,,,,
"172. Whippet,","whippet,",animal,mammal,,,,,,,,
"173. Ibizan Hound,","Ibizan hound, Ibizan Podenco,",animal,mammal,,,,,,,,
"174. Norwegian Elkhound,","Norwegian elkhound, elkhound,",animal,mammal,,,,,,,,
"175. Otterhound,","otterhound, otter hound,",animal,mammal,,,,,,,,
"176. Saluki,","Saluki, gazelle hound,",animal,mammal,,,,,,,,
"177. Scottish Deerhound,","Scottish deerhound, deerhound,",animal,mammal,,,,,,,,
"178. Weimaraner,","Weimaraner,",animal,mammal,,,,,,,,
"179. Staffordshire Bull Terrier,","Staffordshire bullterrier, Staffordshire bull terrier,",animal,mammal,,,,,,,,
"180. American Staffordshire Terrier,","American Staffordshire terrier, Staffordshire terrier, American pit bull terrier, pit bull terrier,",animal,mammal,,,,,,,,
"181. Bedlington Terrier,","Bedlington terrier,",animal,mammal,,,,,,,,
"182. Border Terrier,","Border terrier,",animal,mammal,,,,,,,,
"183. Kerry Blue Terrier,","Kerry blue terrier,",animal,mammal,,,,,,,,
"184. Irish Terrier,","Irish terrier,",animal,mammal,,,,,,,,
"185. Norfolk Terrier,","Norfolk terrier,",animal,mammal,,,,,,,,
"186. Norwich Terrier,","Norwich terrier,",animal,mammal,,,,,,,,
"187. Yorkshire Terrier,","Yorkshire terrier,",animal,mammal,,,,,,,,
"188. Wire Fox Terrier,","wire-haired fox terrier,",animal,mammal,,,,,,,,
"189. Lakeland Terrier,","Lakeland terrier,",animal,mammal,,,,,,,,
"190. Sealyham Terrier,","Sealyham terrier, Sealyham,",animal,mammal,,,,,,,,
"191. Airedale Terrier,","Airedale, Airedale terrier,",animal,mammal,,,,,,,,
"192. Cairn Terrier,","cairn, cairn terrier,",animal,mammal,,,,,,,,
"193. Australian Terrier,","Australian terrier,",animal,mammal,,,,,,,,
"194. Dandie Dinmont Terrier,","Dandie Dinmont, Dandie Dinmont terrier,",animal,mammal,,,,,,,,
"195. Boston Terrier,","Boston bull, Boston terrier,",animal,mammal,,,,,,,,
"196. Miniature Schnauzer,","miniature schnauzer,",animal,mammal,,,,,,,,
"197. Giant Schnauzer,","giant schnauzer,",animal,mammal,,,,,,,,
"198. Standard Schnauzer,","standard schnauzer,",animal,mammal,,,,,,,,
"199. Scottish Terrier,","Scotch terrier, Scottish terrier, Scottie,",animal,mammal,,,,,,,,
"200. Tibetan Terrier,","Tibetan terrier, chrysanthemum dog,",animal,mammal,,,,,,,,
"201. Australian Silky Terrier,","silky terrier, Sydney silky,",animal,mammal,,,,,,,,
"202. Soft-coated Wheaten Terrier,","soft-coated wheaten terrier,",animal,mammal,,,,,,,,
"203. West Highland White Terrier,","West Highland white terrier,",animal,mammal,,,,,,,,
"204. Lhasa Apso,","Lhasa, Lhasa apso,",animal,mammal,,,,,,,,
"205. Flat-Coated Retriever,","flat-coated retriever,",animal,mammal,,,,,,,,
"206. Curly-coated Retriever,","curly-coated retriever,",animal,mammal,,,,,,,,
"207. Golden Retriever,","golden retriever,",animal,mammal,,,,,,,,
"208. Labrador Retriever,","Labrador retriever,",animal,mammal,,,,,,,,
"209. Chesapeake Bay Retriever,","Chesapeake Bay retriever,",animal,mammal,,,,,,,,
"210. German Shorthaired Pointer,","German short-haired pointer,",animal,mammal,,,,,,,,
"211. Vizsla,","vizsla, Hungarian pointer,",animal,mammal,,,,,,,,
"212. English Setter,","English setter,",animal,mammal,,,,,,,,
"213. Irish Setter,","Irish setter, red setter,",animal,mammal,,,,,,,,
"214. Gordon Setter,","Gordon setter,",animal,mammal,,,,,,,,
"215. Brittany,","Brittany spaniel,",animal,mammal,,,,,,,,
"216. Clumber Spaniel,","clumber, clumber spaniel,",animal,mammal,,,,,,,,
"217. English Springer Spaniel,","English springer, English springer spaniel,",animal,mammal,,,,,,,,
"218. Welsh Springer Spaniel,","Welsh springer spaniel,",animal,mammal,,,,,,,,
"219. Cocker Spaniels,","cocker spaniel, English cocker spaniel, cocker,",animal,mammal,,,,,,,,
"220. Sussex Spaniel,","Sussex spaniel,",animal,mammal,,,,,,,,
"221. Irish Water Spaniel,","Irish water spaniel,",animal,mammal,,,,,,,,
"222. Kuvasz,","kuvasz,",animal,mammal,,,,,,,,
"223. Schipperke,","schipperke,",animal,mammal,,,,,,,,
"224. Groenendael,","groenendael,",animal,mammal,,,,,,,,
"225. Malinois,","malinois,",animal,mammal,,,,,,,,
"226. Briard,","briard,",animal,mammal,,,,,,,,
"227. Australian Kelpie,","kelpie,",animal,mammal,,,,,,,,
"228. Komondor,","komondor,",animal,mammal,,,,,,,,
"229. Old English Sheepdog,","Old English sheepdog, bobtail,",animal,mammal,,,,,,,,
"230. Shetland Sheepdog,","Shetland sheepdog, Shetland sheep dog, Shetland,",animal,mammal,,,,,,,,
"231. collie,","collie,",animal,mammal,,,,,,,,
"232. Border Collie,","Border collie,",animal,mammal,,,,,,,,
"233. Bouvier des Flandres,","Bouvier des Flandres, Bouviers des Flandres,",animal,mammal,,,,,,,,
"234. Rottweiler,","Rottweiler,",animal,mammal,,,,,,,,
"235. German Shepherd Dog,","German shepherd, German shepherd dog, German police dog, alsatian,",animal,mammal,,,,,,,,
"236. Dobermann,","Doberman, Doberman pinscher,",animal,mammal,,,,,,,,
"237. Miniature Pinscher,","miniature pinscher,",animal,mammal,,,,,,,,
"238. Greater Swiss Mountain Dog,","Greater Swiss Mountain dog,",animal,mammal,,,,,,,,
"239. Bernese Mountain Dog,","Bernese mountain dog,",animal,mammal,,,,,,,,
"240. Appenzeller Sennenhund,","Appenzeller,",animal,mammal,,,,,,,,
"241. Entlebucher Sennenhund,","EntleBucher,",animal,mammal,,,,,,,,
"242. Boxer,","boxer,",animal,mammal,,,,,,,,
"243. Bullmastiff,","bull mastiff,",animal,mammal,,,,,,,,
"244. Tibetan Mastiff,","Tibetan mastiff,",animal,mammal,,,,,,,,
"245. French Bulldog,","French bulldog,",animal,mammal,,,,,,,,
"246. Great Dane,","Great Dane,",animal,mammal,,,,,,,,
"247. St. Bernard,","Saint Bernard, St Bernard,",animal,mammal,,,,,,,,
"248. husky,","Eskimo dog, husky,",animal,mammal,,,,,,,,
"249. Alaskan Malamute,","malamute, malemute, Alaskan malamute,",animal,mammal,,,,,,,,
"250. Siberian Husky,","Siberian husky,",animal,mammal,,,,,,,,
"251. Dalmatian,","dalmatian, coach dog, carriage dog,",animal,mammal,,,,,,,,
"252. Affenpinscher,","affenpinscher, monkey pinscher, monkey dog,",animal,mammal,,,,,,,,
"253. Basenji,","basenji,",animal,mammal,,,,,,,,
"254. pug,","pug, pug-dog,",animal,mammal,,,,,,,,
"255. Leonberger,","Leonberg,",animal,mammal,,,,,,,,
"256. Newfoundland,","Newfoundland, Newfoundland dog,",animal,mammal,,,,,,,,
"257. Pyrenean Mountain Dog,","Great Pyrenees,",animal,mammal,,,,,,,,
"258. Samoyed,","Samoyed, Samoyede,",animal,mammal,,,,,,,,
"259. Pomeranian,","Pomeranian,",animal,mammal,,,,,,,,
